asm_name,assembly_accession,assembly_level,bioproject,biosample,ftp_path,gbrs_paired_asm,genome_rep,infraspecific_name,isolate,organism_name,paired_asm_comp,refseq_category,release_type,seq_date,seq_rel_date,species_taxid,submitter,taxid,version_status,wgs_master,OptimumTemperature
ASM2532v1,GCA_000025325.1,Complete Genome,PRJNA30411,SAMN02598471,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000025325.1_ASM2532v1,GCF_000025325.1,Full,strain=DSM 5511,,Haloterrigena turkmenica DSM 5511,identical,representative genome,Major,,2010/01/19,62320,,543526,latest,,51.0
ASM25110v1,GCA_000251105.1,Complete Genome,PRJNA73221,SAMN02603117,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000251105.1_ASM25110v1,GCF_000251105.1,Full,strain=HZ254,,Methanocella conradii HZ254,identical,representative genome,Major,,2012/03/07,1175444,,1041930,latest,,55.0
ASM1494v1,GCA_000014945.1,Complete Genome,PRJNA15765,SAMN02598350,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000014945.1_ASM1494v1,GCF_000014945.1,Full,strain=PT,,Methanosaeta thermophila PT,identical,representative genome,Major,,2006/10/25,2224,,349307,latest,,57.0
ASM2248v1,GCA_000022485.1,Complete Genome,PRJNA18651,SAMN02598411,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022485.1_ASM2248v1,GCF_000022485.1,Full,strain=Y.N.15.51,,Sulfolobus islandicus Y.N.15.51,identical,na,Major,,2009/04/29,43080,,419942,latest,,59.0
ASM19591v1,GCA_000195915.1,Chromosome,PRJNA110,SAMEA3138325,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000195915.1_ASM19591v1,GCF_000195915.1,Full,strain=DSM1728,,Thermoplasma acidophilum DSM 1728,identical,representative genome,Major,,2003/05/06,2303,,273075,latest,,59.0
ASM826v1,GCA_000008265.1,Complete Genome,PRJNA10641,SAMN02603345,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000008265.1_ASM826v1,GCF_000008265.1,Full,strain=DSM 9790,,Picrophilus torridus DSM 9790,identical,representative genome,Major,,2004/06/08,82076,,263820,latest,,60.0
ASM17957v2,GCA_000179575.2,Complete Genome,PRJNA43653,SAMN00100784,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000179575.2_ASM17957v2,GCF_000179575.2,Full,strain=IH1,,Methanothermococcus okinawensis IH1,identical,representative genome,Major,,2011/06/06,155863,,647113,latest,,62.0
ASM17957v2,GCA_000179575.2,Complete Genome,PRJNA43653,SAMN00100784,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000179575.2_ASM17957v2,GCF_000179575.2,Full,strain=IH1,,Methanothermococcus okinawensis IH1,identical,representative genome,Major,,2011/06/06,155863,,647113,latest,,62.0
ASM20492v1,GCA_000204925.1,Complete Genome,PRJNA65497,SAMN02603221,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000204925.1_ASM20492v1,GCF_000204925.1,Full,strain=Ar-4,,Metallosphaera cuprina Ar-4,identical,representative genome,Major,,2011/04/19,1006005,,1006006,latest,,65.0
ASM24331v1,GCA_000243315.1,Scaffold,PRJNA64481,SAMN02261413,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000243315.1_ASM24331v1,GCF_000243315.1,Full,strain=MK1,,Metallosphaera yellowstonensis MK1,identical,representative genome,Major,,2012/01/23,1111107,,671065,latest,AHKJ00000000.1,65.0
ASM14529v1,GCA_000145295.1,Complete Genome,PRJNA40103,SAMN02603260,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000145295.1_ASM14529v1,GCF_000145295.1,Full,strain=Marburg,,Methanothermobacter marburgensis str. Marburg,identical,representative genome,Major,,2010/08/11,145263,,79929,latest,,65.0
ASM864v1,GCA_000008645.1,Complete Genome,PRJNA289,SAMN02603244,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000008645.1_ASM864v1,GCF_000008645.1,Full,strain=Delta H,,Methanothermobacter thermautotrophicus str. Delta H,identical,representative genome,Major,,1999/12/22,145262,,187420,latest,,65.0
ASM37696v1,GCA_000376965.1,Contig,PRJNA182394,SAMN02440415,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000376965.1_ASM37696v1,GCF_000376965.1,Full,strain=DSM 2095,,Methanothermococcus thermolithotrophicus DSM 2095,identical,representative genome,Major,,2013/04/22,2186,DOE Joint Genome Institute,523845,latest,AQXV00000000.1,65.0
ASM71190v1,GCA_000711905.1,Scaffold,PRJNA235052,SAMN02746094,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000711905.1_ASM71190v1,GCF_000711905.1,Full,strain=DSM 18856,,Methermicoccus shengliensis DSM 18856,identical,representative genome,Major,,2014/06/25,660064,DOE Joint Genome Institute,1122233,latest,JONQ00000000.1,65.0
ASM96113v1,GCA_000961135.1,Contig,PRJNA273893,SAMN03323732,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000961135.1_ASM96113v1,GCF_000961135.1,Full,,AZ1-454,Sulfolobales archaeon AZ1,identical,na,Major,2015-03-24,2015/03/24,1326980,Center for Genomic Sciences,1326980,latest,JZWS00000000.1,65.0
ASM25842v1,GCA_000258425.1,Complete Genome,PRJNA91117,SAMN02603095,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000258425.1_ASM25842v1,GCF_000258425.1,Full,strain=Kam940,,Fervidicoccus fontis Kam940,identical,representative genome,Major,,2012/04/10,683846,,1163730,latest,,67.0
ASM1118v1,GCA_000011185.1,Complete Genome,PRJNA206,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000011185.1_ASM1118v1,GCF_000011185.1,Full,strain=GSS1,,Thermoplasma volcanium GSS1,identical,representative genome,Major,,2004/05/11,50339,,273116,latest,,67.0
ASM2566v1,GCA_000025665.1,Complete Genome,PRJNA38403,SAMN02598523,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000025665.1_ASM2566v1,GCF_000025665.1,Full,strain=T469,,Aciduliprofundum boonei T469,identical,na,Major,,2010/02/24,379547,,439481,latest,,70.0
ASM32750v1,GCA_000327505.1,Complete Genome,PRJNA73039,SAMN02261429,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000327505.1_ASM32750v1,GCF_000327505.1,Full,strain=MAR08-339,,Aciduliprofundum sp. MAR08-339,identical,na,Major,,2012/12/21,673860,JGI,673860,latest,,70.0
ASM27032v1,GCA_000270325.1,Chromosome,PRJDA49157,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000270325.1_ASM27032v1,GCF_000270325.1,Full,,,Candidatus Caldiarchaeum subterraneum,identical,na,Major,,2011/08/15,311458,Japan Agency for Maine-Earth Science and Technology,311458,latest,,70.0
ASM31779v1,GCA_000317795.1,Complete Genome,PRJNA70815,SAMN02261426,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000317795.1_ASM31779v1,GCF_000317795.1,Full,strain=DSM 15908,,Caldisphaera lagunensis DSM 15908,identical,representative genome,Major,,2012/12/10,200415,JGI,1056495,latest,,72.0
ASM2246v1,GCA_000022465.1,Complete Genome,PRJNA19487,SAMN02598422,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022465.1_ASM2246v1,GCF_000022465.1,Full,strain=Y.G.57.14,,Sulfolobus islandicus Y.G.57.14,identical,na,Major,,2009/04/29,43080,,439386,latest,,72.0
ASM38556v1,GCA_000385565.1,Complete Genome,PRJNA196460,SAMN02028569,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000385565.1_ASM38556v1,GCF_000385565.1,Full,strain=PM70-1,,Archaeoglobus sulfaticallidus PM70-1,identical,representative genome,Major,,2013/04/30,1316941,"University of Bergen, Centre for Geobiology, Department of Biology",387631,latest,,75.0
AciCop1.0,GCA_000632495.1,Contig,PRJNA240874,SAMN02679956,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000632495.1_AciCop1.0,GCF_000632495.1,Full,strain=ALE1,,Candidatus Acidianus copahuensis,identical,na,Major,,2014/04/15,1160895,INDEAR,1160895,latest,JFZT00000000.1,75.0
ASM1660v1,GCA_000016605.1,Complete Genome,PRJNA17447,SAMN02598389,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000016605.1_ASM1660v1,GCF_000016605.1,Full,strain=DSM 5348,,Metallosphaera sedula DSM 5348,identical,representative genome,Major,,2007/04/25,43687,,399549,latest,,75.0
ASM24345v2,GCA_000243455.2,Contig,PRJNA51819,SAMN02261372,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000243455.2_ASM24345v2,GCF_000243455.1,Full,strain=Mc-S-70,,Methanotorris formicicus Mc-S-70,identical,representative genome,Major,,2012/01/23,213185,,647171,latest,AGJL00000000.1,75.0
ASM2474v1,GCA_000024745.1,Complete Genome,PRJNA30989,SAMN00120218,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000024745.1_ASM2474v1,GCF_000024745.1,Full,strain=98/2,,Sulfolobus solfataricus 98/2,identical,na,Major,,2009/10/20,2287,,555311,latest,,75.0
ASM2242v1,GCA_000022425.1,Complete Genome,PRJNA18873,SAMN02598417,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022425.1_ASM2242v1,GCF_000022425.1,Full,strain=M.16.27,,Sulfolobus islandicus M.16.27,identical,na,Major,,2009/04/29,43080,,427318,latest,,76.0
ASM2244v1,GCA_000022445.1,Complete Genome,PRJNA18807,SAMN02598414,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022445.1_ASM2244v1,GCF_000022445.1,Full,strain=M.16.4,,Sulfolobus islandicus M.16.4,identical,na,Major,,2009/05/27,43080,,426118,latest,,76.0
ASM18955v1,GCA_000189555.1,Complete Genome,PRJNA60485,SAMN02603882,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000189555.1_ASM18955v1,GCF_000189555.1,Full,strain=REY15A,,Sulfolobus islandicus REY15A,identical,na,Major,,2011/02/16,43080,,930945,latest,,77.0
TheZil1.0,GCA_000258515.1,Contig,PRJNA85543,SAMN02470188,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000258515.1_TheZil1.0,GCF_000258515.1,Full,strain=AN1,,Thermococcus zilligii AN1,identical,representative genome,Major,,2012/04/11,54076,Korea Research Institute of Bioscience and Biotechnology,1151117,latest,AJLF00000000.1,77.0
ASM2430v1,GCA_000024305.1,Chromosome,PRJNA18803,SAMN02598413,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000024305.1_ASM2430v1,GCF_000024305.1,Full,strain=L.D.8.5,,Sulfolobus islandicus L.D.8.5,identical,na,Major,,2010/01/22,43080,,425944,latest,,78.0
ASM2238v1,GCA_000022385.1,Complete Genome,PRJNA18987,SAMN02598420,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022385.1_ASM2238v1,GCF_000022385.1,Full,strain=L.S.2.15,,Sulfolobus islandicus L.S.2.15,identical,representative genome,Major,,2009/04/24,43080,,429572,latest,,78.0
ASM2254v1,GCA_000022545.1,Complete Genome,PRJNA34531,SAMN02603090,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022545.1_ASM2254v1,GCF_000022545.1,Full,strain=MM 739,,Thermococcus sibiricus MM 739,identical,representative genome,Major,,2009/06/29,172049,,604354,latest,,78.0
ASM19462v1,GCA_000194625.1,Complete Genome,PRJNA51621,SAMN00713598,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000194625.1_ASM19462v1,GCF_000194625.1,Full,strain=SNP6,,Archaeoglobus veneficus SNP6,identical,representative genome,Major,,2011/03/31,58290,,693661,latest,,80.0
ASM37180v1,GCA_000371805.1,Contig,PRJNA82617,SAMN02261307,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000371805.1_ASM37180v1,GCF_000371805.1,Full,strain=KIN24-T80,,Methanocaldococcus villosus KIN24-T80,identical,representative genome,Major,,2013/04/19,667126,JGI,1069083,latest,AQUK00000000.1,80.0
ASM2462v1,GCA_000024625.1,Complete Genome,PRJNA33047,SAMN02598493,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000024625.1_ASM2462v1,GCF_000024625.1,Full,strain=M7,,Methanocaldococcus vulcanius M7,identical,representative genome,Major,,2009/10/15,73913,,579137,latest,,80.0
ASM72542v1,GCA_000725425.1,Complete Genome,PRJNA207495,SAMN03081469,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000725425.1_ASM72542v1,GCF_000725425.1,Full,strain=DY20341,,Palaeococcus pacificus DY20341,identical,representative genome,Major,,2014/07/14,971279,"The third institute of oceanography of SOA,PRChina",1343739,latest,,80.0
ASM1228v1,GCA_000012285.1,Complete Genome,PRJNA13935,SAMN02603173,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000012285.1_ASM1228v1,GCF_000012285.1,Full,strain=DSM 639,,Sulfolobus acidocaldarius DSM 639,identical,representative genome,Major,,2005/07/05,2285,,330779,latest,,80.0
ASM700v1,GCA_000007005.1,Complete Genome,PRJNA108,SAMN02603227,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000007005.1_ASM700v1,GCF_000007005.1,Full,strain=P2,,Sulfolobus solfataricus P2,identical,representative genome,Major,,2002/11/25,2287,,273057,latest,,80.0
ASM1120v1,GCA_000011205.1,Complete Genome,PRJNA246,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000011205.1_ASM1120v1,GCF_000011205.1,Full,strain=7,,Sulfolobus tokodaii str. 7,identical,representative genome,Major,,2004/05/11,111955,,273063,latest,,80.0
ASM1836v1,GCA_000018365.1,Complete Genome,PRJNA20773,SAMN02603476,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000018365.1_ASM1836v1,GCF_000018365.1,Full,strain=NA1,,Thermococcus onnurineus NA1,identical,representative genome,Major,,2008/11/06,342948,,523850,latest,,80.0
ASM22118v1,GCA_000221185.1,Complete Genome,PRJNA67883,SAMN02603471,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000221185.1_ASM22118v1,GCF_000221185.1,Full,strain=4557,,Thermococcus sp. 4557,identical,na,Major,,2011/07/22,1042877,,1042877,latest,,80.0
ASM15120v2,GCA_000151205.2,Complete Genome,PRJNA19381,SAMN02603626,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000151205.2_ASM15120v2,GCF_000151205.2,Full,strain=AM4,,Thermococcus sp. AM4,identical,na,Major,,2011/09/08,246969,,246969,latest,,80.0
Aigarchaeota archaeon OTU 1,GCA_000494145.1,Contig,PRJNA213352,SAMN02441769,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000494145.1_Aigarchaeota_archaeon_OTU_1,GCF_000494145.1,Full,strain=JGI OTU-1,,Thaumarchaeota archaeon JGI OTU-1,identical,na,Major,,2013/10/31,1378080,DOE Joint Genome Institute,1378080,latest,AWOE00000000.1,81.0
Aigarchaeota archaeon OTU 2,GCA_000494165.1,Contig,PRJNA212803,SAMN02441762,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000494165.1_Aigarchaeota_archaeon_OTU_2,GCF_000494165.1,Full,strain=JGI OTU-2,,Thaumarchaeota archaeon JGI OTU-2,identical,na,Major,,2013/10/31,1395101,DOE Joint Genome Institute,1395101,latest,AWOD00000000.1,81.0
Aigarchaeota archaeon OTU 3,GCA_000494185.1,Contig,PRJNA213450,SAMN02441761,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000494185.1_Aigarchaeota_archaeon_OTU_3,GCF_000494185.1,Full,strain=JGI OTU-3,,Thaumarchaeota archaeon JGI OTU-3,identical,na,Major,,2013/10/31,1379386,DOE Joint Genome Institute,1379386,latest,AWOC00000000.1,81.0
Aigarchaeota archaeon OTU 4,GCA_000494125.1,Contig,PRJNA213451,SAMN02441770,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000494125.1_Aigarchaeota_archaeon_OTU_4,GCF_000494125.1,Full,strain=JGI OTU-4,,Thaumarchaeota archaeon JGI OTU-4,identical,na,Major,,2013/10/31,1379389,DOE Joint Genome Institute,1379389,latest,AWOF00000000.1,81.0
ASM14491v1,GCA_000144915.1,Complete Genome,PRJNA39927,SAMN02603091,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000144915.1_ASM14491v1,GCF_000144915.1,Full,strain=345-15,,Acidilobus saccharovorans 345-15,identical,representative genome,Major,,2010/08/06,242703,,666510,latest,,82.0
ASM2528v1,GCA_000025285.1,Complete Genome,PRJNA32583,SAMN00017459,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000025285.1_ASM2528v1,GCF_000025285.1,Full,strain=DSM 5631,,Archaeoglobus profundus DSM 5631,identical,representative genome,Major,,2010/01/19,84156,,572546,latest,,82.0
ASM23101v3,GCA_000231015.3,Complete Genome,PRJNA49401,SAMN02232017,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000231015.3_ASM23101v3,GCF_000231015.2,Full,strain=DSM 16532,,Desulfurococcus fermentans DSM 16532,identical,representative genome,Major,,2012/06/07,228748,,768672,latest,,82.0
Nst1,GCA_000387965.1,Contig,PRJNA189432,SAMN02470757,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000387965.1_Nst1,GCF_000387965.1,Full,,,nanoarchaeote Nst1,identical,na,Major,,2013/05/02,1294122,Oak Ridge National Lab,1294122,latest,APJZ00000000.1,82.0
Acd1,GCA_000389735.1,Contig,PRJNA189433,SAMN02470749,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000389735.1_Acd1,GCF_000389735.1,Full,,Acd1,Sulfolobales archaeon Acd1,identical,na,Major,,2013/05/07,1294123,Oak Ridge National Lab,1294123,latest,APJY00000000.1,82.0
ASM866v1,GCA_000008665.1,Complete Genome,PRJNA104,SAMN02603985,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000008665.1_ASM866v1,GCF_000008665.1,Full,strain=DSM 4304,,Archaeoglobus fulgidus DSM 4304,identical,representative genome,Major,,1999/12/22,2234,,224325,latest,,83.0
ASM16609v1,GCA_000166095.1,Complete Genome,PRJNA33689,SAMN02232040,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000166095.1_ASM16609v1,GCF_000166095.1,Full,strain=DSM 2088,,Methanothermus fervidus DSM 2088,identical,representative genome,Major,,2010/11/05,2180,,523846,latest,,83.0
ASM23480v1,GCA_000234805.1,Complete Genome,PRJNA74711,SAMN02603094,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000234805.1_ASM23480v1,GCF_000234805.1,Full,strain=1860,,Pyrobaculum sp. 1860,identical,na,Major,,2011/11/10,1104324,,1104324,latest,,84.0
ASM26449v1,GCA_000264495.1,Complete Genome,PRJNA163135,SAMN02603096,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000264495.1_ASM26449v1,GCF_000264495.1,Full,strain=1633,,Thermogladius cellulolyticus 1633,identical,representative genome,Major,,2012/05/25,1200300,,1184251,latest,,84.0
ASM21321v1,GCA_000213215.1,Complete Genome,PRJNA60875,SAMN02602984,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000213215.1_ASM21321v1,GCF_000213215.1,Full,strain=W1,,Acidianus hospitalis W1,identical,representative genome,Major,,2011/05/12,563177,,933801,latest,,85.0
ASM59103v1,GCA_000591035.1,Complete Genome,PRJDB107,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000591035.1_ASM59103v1,GCF_000591035.1,Full,strain=SY1,,Aeropyrum camini SY1 = JCM 12091,identical,representative genome,Major,,2013/09/27,229980,"Laboratory of Marine Microbiology, Division of Applied Biosciences, Graduate School of Agriculture, Kyoto University",1198449,latest,,85.0
ASM1830v1,GCA_000018305.1,Complete Genome,PRJNA17421,SAMN00623034,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000018305.1_ASM1830v1,GCF_000018305.1,Full,strain=IC-167,,Caldivirga maquilingensis IC-167,identical,representative genome,Major,,2007/10/05,76887,,397948,latest,,85.0
ASM1830v1,GCA_000018305.1,Complete Genome,PRJNA17421,SAMN00623034,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000018305.1_ASM1830v1,GCF_000018305.1,Full,strain=IC-167,,Caldivirga maquilingensis IC-167,identical,representative genome,Major,,2007/10/05,76887,,397948,latest,,85.0
ASM1960v1,GCA_000019605.1,Complete Genome,PRJNA16525,SAMN02598368,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000019605.1_ASM1960v1,GCF_000019605.1,Full,,,Candidatus Korarchaeum cryptofilum OPF8,identical,na,Major,,2008/03/18,498846,,374847,latest,,85.0
ASM2090v1,GCA_000020905.1,Complete Genome,PRJNA28141,SAMN02603098,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000020905.1_ASM2090v1,GCF_000020905.1,Full,strain=1221n,,Desulfurococcus kamchatkensis 1221n,identical,representative genome,Major,,2008/12/24,477693,,490899,latest,,85.0
ASM18636v1,GCA_000186365.1,Complete Genome,PRJNA48641,SAMN00103627,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000186365.1_ASM18636v1,GCF_000186365.1,Full,strain=DSM 2162,,Desulfurococcus mucosus DSM 2162,identical,representative genome,Major,,2011/01/20,2275,,765177,latest,,85.0
ASM2550v1,GCA_000025505.1,Complete Genome,PRJNA33635,SAMN02598503,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000025505.1_ASM2550v1,GCF_000025505.1,Full,strain=DSM 10642,,Ferroglobus placidus DSM 10642,identical,representative genome,Major,,2010/02/16,54261,,589924,latest,,85.0
ASM2398v1,GCA_000023985.1,Complete Genome,PRJNA32615,SAMN02598490,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000023985.1_ASM2398v1,GCF_000023985.1,Full,strain=AG86,,Methanocaldococcus fervens AG86,identical,representative genome,Major,,2009/08/28,83171,,573064,latest,,85.0
ASM9230v1,GCA_000092305.1,Complete Genome,PRJNA32611,SAMN00017484,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000092305.1_ASM9230v1,GCF_000092305.1,Full,strain=ME,,Methanocaldococcus infernus ME,identical,representative genome,Major,,2010/04/30,67760,,573063,latest,,85.0
ASM9166v1,GCA_000091665.1,Complete Genome,PRJNA102,SAMN02603984,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000091665.1_ASM9166v1,GCF_000091665.1,Full,strain=DSM 2661,,Methanocaldococcus jannaschii DSM 2661,identical,representative genome,Major,,1999/12/22,2190,TIGR,243232,latest,,85.0
ASM1980v1,GCA_000019805.1,Complete Genome,PRJNA15645,SAMN02598332,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000019805.1_ASM1980v1,GCF_000019805.1,Full,strain=V24Sta,,Pyrobaculum neutrophilum V24Sta,identical,representative genome,Major,,2008/03/27,70771,,444157,latest,,85.0
ASM9246v1,GCA_000092465.1,Complete Genome,PRJNA33683,SAMN00002730,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000092465.1_ASM9246v1,GCF_000092465.1,Full,strain=DSM 12710,,Staphylothermus hellenicus DSM 12710,identical,representative genome,Major,,2010/06/01,84599,,591019,latest,,85.0
ASM15110v2,GCA_000151105.2,Complete Genome,PRJNA19379,SAMN02603625,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000151105.2_ASM15110v2,GCF_000151105.2,Full,strain=MP,,Thermococcus barophilus MP,identical,representative genome,Major,,2010/12/17,55802,,391623,latest,,85.0
ASM15110v2,GCA_000151105.2,Complete Genome,PRJNA19379,SAMN02603625,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000151105.2_ASM15110v2,GCF_000151105.2,Full,strain=MP,,Thermococcus barophilus MP,identical,representative genome,Major,,2010/12/17,55802,,391623,latest,,85.0
ASM996v1,GCA_000009965.1,Complete Genome,PRJNA13213,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000009965.1_ASM996v1,GCF_000009965.1,Full,strain=KOD1,,Thermococcus kodakarensis KOD1,identical,representative genome,Major,,2005/01/05,311400,,69014,latest,,85.0
ASM1980v1,GCA_000019805.1,Complete Genome,PRJNA15645,SAMN02598332,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000019805.1_ASM1980v1,GCF_000019805.1,Full,strain=V24Sta,,Pyrobaculum neutrophilum V24Sta,identical,representative genome,Major,,2008/03/27,70771,,444157,latest,,85.0
ASM9218v1,GCA_000092185.1,Complete Genome,PRJNA36571,SAMN02598509,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000092185.1_ASM9218v1,GCF_000092185.1,Full,strain=DSM 11486,,Thermosphaera aggregans DSM 11486,identical,representative genome,Major,,2010/05/17,54254,,633148,latest,,85.0
ASM14838v1,GCA_000148385.1,Complete Genome,PRJNA32589,SAMN00017002,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000148385.1_ASM14838v1,GCF_000148385.1,Full,strain=DSM 14429,,Vulcanisaeta distributa DSM 14429,identical,representative genome,Major,,2010/09/22,164451,,572478,latest,,87.0
ASM58549v1,GCA_000585495.1,Complete Genome,PRJNA237737,SAMN03081537,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000585495.1_ASM58549v1,GCF_000585495.1,Full,strain=30-1,,Thermococcus nautili,identical,representative genome,Major,,2014/03/05,195522,Institute de Genetique et Microbiologie,195522,latest,,87.5
ASM21441v1,GCA_000214415.1,Complete Genome,PRJNA51821,SAMN00713627,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000214415.1_ASM21441v1,GCF_000214415.1,Full,strain=Kol 5,,Methanotorris igneus Kol 5,identical,representative genome,Major,,2011/05/23,2189,,880724,latest,,88.0
ASM2236v1,GCA_000022365.1,Complete Genome,PRJNA33671,SAMN02603333,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022365.1_ASM2236v1,GCF_000022365.1,Full,strain=EJ3; DSM 15229,,Thermococcus gammatolerans EJ3,identical,representative genome,Major,,2009/06/12,187878,,593117,latest,,88.0
ASM24698v3,GCA_000246985.3,Complete Genome,PRJNA81925,SAMN02603679,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000246985.3_ASM24698v3,GCF_000246985.2,Full,strain=DSM 5473,,Thermococcus litoralis DSM 5473,identical,representative genome,Major,,2013/08/13,2265,"New England Biolabs, Inc.",523849,latest,,88.0
ASM26552v1,GCA_000265525.1,Complete Genome,PRJNA167371,SAMN02603492,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000265525.1_ASM26552v1,GCF_000265525.1,Full,,,Thermococcus cleftensis,identical,na,Major,,2012/06/11,163003,,163003,latest,,88.0
ASM1522v1,GCA_000015225.1,Complete Genome,PRJNA16331,SAMN02598366,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000015225.1_ASM1522v1,GCF_000015225.1,Full,strain=Hrk 5,,Thermofilum pendens Hrk 5,identical,representative genome,Major,,2006/12/18,2269,,368408,latest,,88.0
ASM1794v1,GCA_000017945.1,Complete Genome,PRJNA13914,SAMN02598324,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000017945.1_ASM1794v1,GCF_000017945.1,Full,strain=KIN4/I,,Ignicoccus hospitalis KIN4/I,identical,representative genome,Major,,2007/08/29,160233,,453591,latest,,90.0
