assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path
GCA_000337055.1	PRJNA174914	SAMN02471665	AOJM00000000.1	na	1227467	29283	Halorubrum distributum JCM 9100	strain=JCM 9100		latest	Contig	Major	Full	2013/02/04	ASM33705v1	University of California, Davis	GCF_000337055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337055.1_ASM33705v1
GCA_000337335.1	PRJNA174915	SAMN02471649	AOJN00000000.1	na	1227468	29283	Halorubrum distributum JCM 10118	strain=JCM 10118		latest	Contig	Major	Full	2013/02/04	ASM33733v1	University of California, Davis	GCF_000337335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337335.1_ASM33733v1
GCA_000328685.1	PRJNA46985	SAMN02261263		representative genome	694430	29288	Natronococcus occultus SP4	strain=SP4		latest	Complete Genome	Major	Full	2012/12/28	ASM32868v1	JGI	GCF_000328685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000328685.1_ASM32868v1
GCA_000013725.1	PRJNA9634	SAMN02598545		representative genome	259564	29291	Methanococcoides burtonii DSM 6242	strain=DSM 6242		latest	Complete Genome	Major	Full	2006/04/10	ASM1372v1		GCF_000013725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000013725.1_ASM1372v1
GCA_000195935.2	PRJNA179	SAMEA3283067		representative genome	272844	29292	Pyrococcus abyssi GE5			latest	Chromosome	Major	Full	2003/05/06	ASM19593v2	Genoscope	GCF_000195935.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000195935.2_ASM19593v2
GCA_000337275.1	PRJNA174883	SAMN02471645	AOLR00000000.1	na	662476	35742	Haloarcula sinaiiensis ATCC 33800	strain=ATCC 33800		latest	Contig	Major	Full	2013/02/04	ASM33727v1	University of California, Davis	GCF_000337275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337275.1_ASM33727v1
GCA_000337795.1	PRJNA174885	SAMN02471644	AOLP00000000.1	na	662478	35745	Haloferax denitrificans ATCC 35960	strain=ATCC 35960		latest	Contig	Major	Full	2013/02/04	ASM33779v1	University of California, Davis	GCF_000337795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337795.1_ASM33779v1
GCA_001190965.1	PRJNA285662	SAMN03755233		na	35746	35746	Haloferax gibbonsii	strain=ARA6		latest	Complete Genome	Major	Full	2015/08/03	ASM119096v1	Universidade do Estado do Rio de Janeiro	GCF_001190965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001190965.1_ASM119096v1
GCA_000336775.1	PRJNA174903	SAMN02471685	AOLJ00000000.1	na	1227459	35746	Haloferax gibbonsii ATCC 33959	strain=ATCC 33959		latest	Contig	Major	Full	2013/02/04	ASM33677v1	University of California, Davis	GCF_000336775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336775.1_ASM33677v1
GCA_000336935.1	PRJNA174899	SAMN02471636	AOME00000000.1	representative genome	1227456	36738	Halococcus salifodinae DSM 8989	strain=DSM 8989		latest	Contig	Major	Full	2013/02/04	ASM33693v1	University of California, Davis	GCF_000336935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336935.1_ASM33693v1
GCA_000970085.1	PRJNA230953	SAMN03074589		na	1434120	38027	Methanosarcina siciliae T4/M	strain=T4/M		latest	Complete Genome	Major	Full	2015/04/07	ASM97008v1	University of Illinois at Urbana-Champaign	GCF_000970085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000970085.1_ASM97008v1
GCA_000970125.1	PRJNA230952	SAMN03074588		na	1434119	38027	Methanosarcina siciliae HI350	strain=HI350		latest	Complete Genome	Major	Full	2015/04/07	ASM97012v1	University of Illinois at Urbana-Champaign	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000970125.1_ASM97012v1
GCA_000970145.1	PRJNA230951	SAMN03074587		na	1434118	38027	Methanosarcina siciliae C2J	strain=C2J		latest	Complete Genome	Major	Full	2015/04/07	ASM97014v1	University of Illinois at Urbana-Champaign	GCF_000970145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000970145.1_ASM97014v1
GCA_000011585.1	PRJNA10632	SAMEA3138215		na	267377	39152	Methanococcus maripaludis S2	strain=S2		latest	Complete Genome	Major	Full	2004/03/04	ASM1158v1		GCF_000011585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000011585.1_ASM1158v1
GCA_000016125.1	PRJNA17641	SAMN02598397		na	402880	39152	Methanococcus maripaludis C5	strain=C5		latest	Complete Genome	Major	Full	2007/03/15	ASM1612v1		GCF_000016125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000016125.1_ASM1612v1
GCA_000017225.1	PRJNA18819	SAMN00000031		representative genome	426368	39152	Methanococcus maripaludis C7	strain=C7		latest	Complete Genome	Major	Full	2007/06/29	ASM1722v1		GCF_000017225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000017225.1_ASM1722v1
GCA_000018485.1	PRJNA19639	SAMN02598423		na	444158	39152	Methanococcus maripaludis C6	strain=C6		latest	Complete Genome	Major	Full	2007/11/13	ASM1848v1		GCF_000018485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000018485.1_ASM1848v1
GCA_000220645.1	PRJNA68579	SAMN02603718		na	1053692	39152	Methanococcus maripaludis X1	strain=X1		latest	Complete Genome	Major	Full	2011/07/14	ASM22064v1		GCF_000220645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000220645.1_ASM22064v1
GCA_000513315.1	PRJEB4586	SAMEA3138839	CBVX000000000.1	representative genome	1401244	39441	Methanobrevibacter arboriphilus ANOR1	strain=ANOR1		latest	Scaffold	Major	Full	2013/12/19	ANOR1	URMITE	GCF_000513315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000513315.1_ANOR1
GCA_000217995.1	PRJNA40771	SAMN02232039		representative genome	679901	39669	Methanosalsum zhilinae DSM 4017	strain=DSM 4017		latest	Complete Genome	Major	Full	2011/06/13	ASM21799v1		GCF_000217995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000217995.1_ASM21799v1
GCA_000017185.1	PRJNA18641	SAMN00623051		representative genome	419665	42879	Methanococcus aeolicus Nankai-3	strain=Nankai-3		latest	Complete Genome	Major	Full	2007/06/29	ASM1718v1		GCF_000017185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000017185.1_ASM1718v1
GCA_000022385.1	PRJNA18987	SAMN02598420		representative genome	429572	43080	Sulfolobus islandicus L.S.2.15	strain=L.S.2.15		latest	Complete Genome	Major	Full	2009/04/24	ASM2238v1		GCF_000022385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022385.1_ASM2238v1
GCA_000022405.1	PRJNA18871	SAMN02598416		na	427317	43080	Sulfolobus islandicus M.14.25	strain=M.14.25		latest	Complete Genome	Major	Full	2009/04/24	ASM2240v1		GCF_000022405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022405.1_ASM2240v1
GCA_000022425.1	PRJNA18873	SAMN02598417		na	427318	43080	Sulfolobus islandicus M.16.27	strain=M.16.27		latest	Complete Genome	Major	Full	2009/04/29	ASM2242v1		GCF_000022425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022425.1_ASM2242v1
GCA_000022445.1	PRJNA18807	SAMN02598414		na	426118	43080	Sulfolobus islandicus M.16.4	strain=M.16.4		latest	Complete Genome	Major	Full	2009/05/27	ASM2244v1		GCF_000022445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022445.1_ASM2244v1
GCA_000022465.1	PRJNA19487	SAMN02598422		na	439386	43080	Sulfolobus islandicus Y.G.57.14	strain=Y.G.57.14		latest	Complete Genome	Major	Full	2009/04/29	ASM2246v1		GCF_000022465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022465.1_ASM2246v1
GCA_000022485.1	PRJNA18651	SAMN02598411		na	419942	43080	Sulfolobus islandicus Y.N.15.51	strain=Y.N.15.51		latest	Complete Genome	Major	Full	2009/04/29	ASM2248v1		GCF_000022485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022485.1_ASM2248v1
GCA_000024305.1	PRJNA18803	SAMN02598413		na	425944	43080	Sulfolobus islandicus L.D.8.5	strain=L.D.8.5		latest	Chromosome	Major	Full	2010/01/22	ASM2430v1		GCF_000024305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000024305.1_ASM2430v1
GCA_000189555.1	PRJNA60485	SAMN02603882		na	930945	43080	Sulfolobus islandicus REY15A	strain=REY15A		latest	Complete Genome	Major	Full	2011/02/16	ASM18955v1		GCF_000189555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000189555.1_ASM18955v1
GCA_000189575.1	PRJNA60481	SAMN02602983		na	930943	43080	Sulfolobus islandicus HVE10/4	strain=HVE10/4		latest	Complete Genome	Major	Full	2011/02/16	ASM18957v1		GCF_000189575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000189575.1_ASM18957v1
GCA_000245095.2	PRJNA80889	SAMN02471813	AHJK00000000.1	na	1132497	43080	Sulfolobus islandicus M.16.2	strain=M.16.2		latest	Complete Genome	Major	Full	2012/01/25	ASM24509v2	University of Illinois	GCF_000245095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000245095.2_ASM24509v2
GCA_000245175.2	PRJNA80897	SAMN02471819	AHJO00000000.1	na	1132501	43080	Sulfolobus islandicus M.16.23	strain=M.16.23		latest	Complete Genome	Major	Full	2012/01/25	ASM24517v2	University of Illinois	GCF_000245175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000245175.2_ASM24517v2
GCA_000245215.2	PRJNA80901	SAMN02471808	AHJQ00000000.1	na	1132503	43080	Sulfolobus islandicus M.16.40	strain=M.16.40		latest	Complete Genome	Major	Full	2012/01/25	ASM24521v2	University of Illinois	GCF_000245215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000245215.2_ASM24521v2
GCA_000245235.2	PRJNA80903	SAMN02471809	AHJR00000000.1	na	1132504	43080	Sulfolobus islandicus M.16.43	strain=M.16.43		latest	Complete Genome	Major	Full	2012/01/25	ASM24523v2	University of Illinois	GCF_000245235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000245235.2_ASM24523v2
GCA_000245275.2	PRJNA80907	SAMN02471811	AHJT00000000.1	na	1132506	43080	Sulfolobus islandicus M.16.47	strain=M.16.47		latest	Complete Genome	Major	Full	2012/01/25	ASM24527v2	University of Illinois	GCF_000245275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000245275.2_ASM24527v2
GCA_000245255.2	PRJNA80905	SAMN02471810	AHJS00000000.1	na	1132505	43080	Sulfolobus islandicus M.16.46	strain=M.16.46		latest	Contig	Major	Full	2012/01/25	ASM24525v2	University of Illinois	GCF_000245255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000245255.2_ASM24525v2
GCA_000245135.2	PRJNA80893	SAMN02471814	AHJM00000000.1	na	1132499	43080	Sulfolobus islandicus M.16.13	strain=M.16.13		latest	Contig	Major	Full	2012/01/25	ASM24513v2	University of Illinois	GCF_000245135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000245135.2_ASM24513v2
GCA_000245155.2	PRJNA80895	SAMN02471818	AHJN00000000.1	na	1132500	43080	Sulfolobus islandicus M.16.22	strain=M.16.22		latest	Contig	Major	Full	2012/01/25	ASM24515v2	University of Illinois	GCF_000245155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000245155.2_ASM24515v2
GCA_000245195.2	PRJNA80899	SAMN02471824	AHJP00000000.1	na	1132502	43080	Sulfolobus islandicus M.16.30	strain=M.16.30		latest	Contig	Major	Full	2012/01/25	ASM24519v2	University of Illinois	GCF_000245195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000245195.2_ASM24519v2
GCA_000245115.2	PRJNA80891	SAMN02471807	AHJL00000000.1	na	1132498	43080	Sulfolobus islandicus M.16.12	strain=M.16.12		latest	Contig	Major	Full	2012/01/25	ASM24511v2	University of Illinois	GCF_000245115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000245115.2_ASM24511v2
GCA_000364745.1	PRJNA177222	SAMN02603709		na	1241935	43080	Sulfolobus islandicus LAL14/1	strain=LAL14/1		latest	Complete Genome	Major	Full	2013/04/15	ASM36474v1	Pasteur Institute, Paris, France	GCF_000364745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000364745.1_ASM36474v1
GCA_000747605.1	PRJNA253049	SAMN02866348		na	43687	43687	Metallosphaera sedula	strain=CuR1		latest	Chromosome	Major	Full	2014/09/04	ASM74760v1	University of Nebraska-Lincoln	GCF_000747605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000747605.1_ASM74760v1
GCA_001266655.1	PRJNA289697	SAMN03857118		na	43687	43687	Metallosphaera sedula	strain=ARS50-1		latest	Complete Genome	Major	Full	2015/08/12	ASM126665v1	University of Nebraska-Lincoln	GCF_001266655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001266655.1_ASM126665v1
GCA_001266675.1	PRJNA289701	SAMN03857124		na	43687	43687	Metallosphaera sedula	strain=ARS50-2		latest	Complete Genome	Major	Full	2015/08/12	ASM126667v1	University of Nebraska-Lincoln	GCF_001266675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001266675.1_ASM126667v1
GCA_001266695.1	PRJNA289698	SAMN03857129		na	43687	43687	Metallosphaera sedula	strain=ARS120-1		latest	Complete Genome	Major	Full	2015/08/12	ASM126669v1	University of Nebraska-Lincoln	GCF_001266695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001266695.1_ASM126669v1
GCA_001266715.1	PRJNA289699	SAMN03857133		na	43687	43687	Metallosphaera sedula	strain=ARS120-2		latest	Complete Genome	Major	Full	2015/08/12	ASM126671v1	University of Nebraska-Lincoln	GCF_001266715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001266715.1_ASM126671v1
GCA_001266735.1	PRJNA290374	SAMN03890864		na	43687	43687	Metallosphaera sedula	strain=SARC-M1		latest	Complete Genome	Major	Full	2015/08/12	ASM126673v1	University of Nebraska-Lincoln	GCF_001266735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001266735.1_ASM126673v1
GCA_000016605.1	PRJNA17447	SAMN02598389		representative genome	399549	43687	Metallosphaera sedula DSM 5348	strain=DSM 5348		latest	Complete Genome	Major	Full	2007/04/25	ASM1660v1		GCF_000016605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000016605.1_ASM1660v1
GCA_000336895.1	PRJNA174892	SAMN02471678	AOLX00000000.1	na	1230451	43776	Haloarcula argentinensis DSM 12282	strain=DSM 12282		latest	Contig	Major	Full	2013/02/04	ASM33689v1	University of California, Davis	GCF_000336895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336895.1_ASM33689v1
GCA_000337675.1	PRJNA174940	SAMN02471669	AOIB00000000.1	representative genome	1227497	44470	Natronococcus amylolyticus DSM 10524	strain=DSM 10524		latest	Contig	Major	Full	2013/02/04	ASM33767v1	University of California, Davis	GCF_000337675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337675.1_ASM33767v1
GCA_000230715.3	PRJNA60135	SAMN02232042		representative genome	797304	44930	Natronobacterium gregoryi SP2	strain=SP2		latest	Complete Genome	Major	Full	2012/12/10	ASM23071v3	DOE Joint Genome Institute	GCF_000230715.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000230715.3_ASM23071v3
GCA_000337655.1	PRJNA174939	SAMN02471625	AOIC00000000.1	na	797304	44930	Natronobacterium gregoryi SP2	strain=SP2		latest	Contig	Major	Full	2013/02/04	ASM33765v1	University of California, Davis	GCF_000337655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337655.1_ASM33765v1
GCA_000200715.1	PRJNA202	SAMN02744041		representative genome	414004	46770	Cenarchaeum symbiosum A			latest	Chromosome	Major	Full	2006/11/20	ASM20071v1		GCF_000200715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000200715.1_ASM20071v1
GCA_000011185.1	PRJNA206			representative genome	273116	50339	Thermoplasma volcanium GSS1	strain=GSS1		latest	Complete Genome	Major	Full	2004/05/11	ASM1118v1		GCF_000011185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000011185.1_ASM1118v1
GCA_000223905.1	PRJNA68523	SAMN02602960		representative genome	634497	51589	Haloarcula hispanica ATCC 33960	strain=CGMCC 1.2049		latest	Complete Genome	Major	Full	2011/08/17	ASM22390v1		GCF_000223905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000223905.1_ASM22390v1
GCA_000504565.2	PRJNA227070	SAMN02393367		na	1417673	51589	Haloarcula hispanica N601	strain=N601		latest	Complete Genome	Major	Full	2014/01/09	ASM50456v2	Academia Sinica, Taipei, Taiwan	GCF_000504565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000504565.2_ASM50456v2
GCA_000011105.1	PRJNA207			representative genome	70601	53953	Pyrococcus horikoshii OT3	strain=OT3		latest	Complete Genome	Major	Full	2004/05/11	ASM1110v1		GCF_000011105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000011105.1_ASM1110v1
GCA_000258515.1	PRJNA85543	SAMN02470188	AJLF00000000.1	representative genome	1151117	54076	Thermococcus zilligii AN1	strain=AN1		latest	Contig	Major	Full	2012/04/11	TheZil1.0	Korea Research Institute of Bioscience and Biotechnology	GCF_000258515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000258515.1_TheZil1.0
GCA_000147875.1	PRJNA40773	SAMN00017400		representative genome	679926	54120	Methanolacinia petrolearia DSM 11571			latest	Complete Genome	Major	Full	2010/09/17	ASM14787v1		GCF_000147875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000147875.1_ASM14787v1
GCA_000015145.1	PRJNA208	SAMN02604082		representative genome	415426	54248	Hyperthermus butylicus DSM 5456	strain=DSM 5456		latest	Complete Genome	Major	Full	2007/01/22	ASM1514v1		GCF_000015145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000015145.1_ASM1514v1
GCA_000223395.1	PRJNA48579	SAMN02232047		representative genome	694429	54252	Pyrolobus fumarii 1A	strain=1A		latest	Complete Genome	Major	Full	2011/08/12	ASM22339v1	DOE Joint Genome Institute	GCF_000223395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000223395.1_ASM22339v1
GCA_000092185.1	PRJNA36571	SAMN02598509		representative genome	633148	54254	Thermosphaera aggregans DSM 11486	strain=DSM 11486		latest	Complete Genome	Major	Full	2010/05/17	ASM9218v1		GCF_000092185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000092185.1_ASM9218v1
GCA_000025505.1	PRJNA33635	SAMN02598503		representative genome	589924	54261	Ferroglobus placidus DSM 10642	strain=DSM 10642		latest	Complete Genome	Major	Full	2010/02/16	ASM2550v1		GCF_000025505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000025505.1_ASM2550v1
GCA_000151105.2	PRJNA19379	SAMN02603625		representative genome	391623	55802	Thermococcus barophilus MP	strain=MP		latest	Complete Genome	Major	Full	2010/12/17	ASM15110v2		GCF_000151105.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000151105.2_ASM15110v2
GCA_000011125.1	PRJNA211			representative genome	272557	56636	Aeropyrum pernix K1	strain=K1		latest	Complete Genome	Major	Full	2006/10/11	ASM1112v1		GCF_000011125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000011125.1_ASM1112v1
GCA_000023965.1	PRJNA27945	SAMN00002610		representative genome	485914	57705	Halomicrobium mukohataei DSM 12286	strain=DSM 12286		latest	Complete Genome	Major	Full	2009/09/03	ASM2396v1		GCF_000023965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000023965.1_ASM2396v1
GCA_000194625.1	PRJNA51621	SAMN00713598		representative genome	693661	58290	Archaeoglobus veneficus SNP6	strain=SNP6		latest	Complete Genome	Major	Full	2011/03/31	ASM19462v1		GCF_000194625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000194625.1_ASM19462v1
GCA_000172995.2	PRJNA20743	SAMN00002580		representative genome	469382	60847	Halogeometricum borinquense DSM 11551	strain=PR 3		latest	Complete Genome	Major	Full	2010/11/22	ASM17299v2		GCF_000172995.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000172995.2_ASM17299v2
GCA_000337855.1	PRJNA174948	SAMN02471667	AOHT00000000.1	na	469382	60847	Halogeometricum borinquense DSM 11551	strain=DSM 11551		latest	Contig	Major	Full	2013/02/04	ASM33785v1	University of California, Davis	GCF_000337855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337855.1_ASM33785v1
GCA_000337715.1	PRJNA174943	SAMN02471622	AOHY00000000.1	representative genome	1227500	61858	Natronorubrum bangense JCM 10635	strain=JCM 10635		latest	Contig	Major	Full	2013/02/04	ASM33771v1	University of California, Davis	GCF_000337715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337715.1_ASM33771v1
GCA_000336915.1	PRJNA174898	SAMN02471639	AOMD00000000.1	representative genome	1227455	62319	Halococcus saccharolyticus DSM 5350	strain=DSM 5350		latest	Contig	Major	Full	2013/02/04	ASM33691v1	University of California, Davis	GCF_000336915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336915.1_ASM33691v1
GCA_000025325.1	PRJNA30411	SAMN02598471		representative genome	543526	62320	Haloterrigena turkmenica DSM 5511	strain=DSM 5511		latest	Complete Genome	Major	Full	2010/01/19	ASM2532v1		GCF_000025325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000025325.1_ASM2532v1
GCA_000337235.1	PRJNA174945	SAMN02471668	AOHW00000000.1	na	1114856	63128	Natronorubrum tibetense GA33	strain=GA33		latest	Contig	Major	Full	2013/02/04	ASM33723v1	University of California, Davis	GCF_000337235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337235.1_ASM33723v1
GCA_000383975.1	PRJNA85145	SAMN02261315	ARPH00000000.1	representative genome	1114856	63128	Natronorubrum tibetense GA33	strain=GA33		latest	Scaffold	Major	Full	2013/04/26	ASM38397v1	JGI	GCF_000383975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000383975.1_ASM38397v1
GCA_000337555.1	PRJNA174930	SAMN02471653	AOIO00000000.1	representative genome	29540	64602	Natrialba asiatica DSM 12278	strain=DSM 12278		latest	Contig	Major	Full	2013/02/04	ASM33755v1	University of California, Davis	GCF_000337555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337555.1_ASM33755v1
GCA_000337035.1	PRJNA174913	SAMN02471634	AOJL00000000.1	representative genome	1227466	64713	Halorubrum coriense DSM 10284	strain=DSM 10284		latest	Contig	Major	Full	2013/02/04	ASM33703v1	University of California, Davis	GCF_000337035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337035.1_ASM33703v1
GCA_000529525.1	PRJEB4880	SAMEA3138857	CBWS000000000.1	representative genome	1415626	66851	Methanobrevibacter oralis JMR01	strain=JMR01		latest	Scaffold	Major	Full	2014/01/15	Methanobrevibacter oralis JMR01	URMITE	GCF_000529525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000529525.1_Methanobrevibacter_oralis_JMR01
GCA_000092305.1	PRJNA32611	SAMN00017484		representative genome	573063	67760	Methanocaldococcus infernus ME	strain=ME		latest	Complete Genome	Major	Full	2010/04/30	ASM9230v1		GCF_000092305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000092305.1_ASM9230v1
GCA_000337135.1	PRJNA174931	SAMN02471674	AOIN00000000.1	na	1227492	68911	Natrialba chahannaoensis JCM 10990	strain=JCM 10990		latest	Contig	Major	Full	2013/02/04	ASM33713v1	University of California, Davis	GCF_000337135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337135.1_ASM33713v1
GCA_000230735.3	PRJNA52951	SAMN02261373		representative genome	797303	69525	Natrinema pellirubrum DSM 15624	strain=DSM 15624		latest	Complete Genome	Major	Full	2012/12/27	ASM23073v3	JGI	GCF_000230735.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000230735.3_ASM23073v3
GCA_000337635.1	PRJNA174937	SAMN02471626	AOIE00000000.1	na	797303	69525	Natrinema pellirubrum DSM 15624	strain=DSM 15624		latest	Contig	Major	Full	2013/02/04	ASM33763v1	University of California, Davis	GCF_000337635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337635.1_ASM33763v1
GCA_000337615.1	PRJNA174936	SAMN02471671	AOII00000000.1	na	1227495	69527	Natrinema pallidum DSM 3751	strain=DSM 3751		latest	Contig	Major	Full	2013/02/04	ASM33761v1	University of California, Davis	GCF_000337615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337615.1_ASM33761v1
GCA_000019805.1	PRJNA15645	SAMN02598332		representative genome	444157	70771	Pyrobaculum neutrophilum V24Sta	strain=V24Sta		latest	Complete Genome	Major	Full	2008/03/27	ASM1980v1		GCF_000019805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000019805.1_ASM1980v1
GCA_000430905.1	PRJNA188868	SAMN02441137	AUMX00000000.1	representative genome	1122230	71518	Methanocorpusculum bavaricum DSM 4179	strain=DSM 4179		latest	Scaffold	Major	Full	2013/07/16	ASM43090v1	DOE Joint Genome Institute	GCF_000430905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000430905.1_ASM43090v1
GCA_000024625.1	PRJNA33047	SAMN02598493		representative genome	579137	73913	Methanocaldococcus vulcanius M7	strain=M7		latest	Complete Genome	Major	Full	2009/10/15	ASM2462v1		GCF_000024625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000024625.1_ASM2462v1
GCA_000018305.1	PRJNA17421	SAMN00623034		representative genome	397948	76887	Caldivirga maquilingensis IC-167	strain=IC-167		latest	Complete Genome	Major	Full	2007/10/05	ASM1830v1		GCF_000018305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000018305.1_ASM1830v1
